Dates,onstreaminject_HRS,BORE_WI_VOL,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P in percentage,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
09/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/02/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/04/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/05/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/05/2007,0,0,11.5,308.056,104.41799999999999,201.25,18.64,14.48443,106.806,16.295,92.475,285,38889,385
18/05/2007,0,0,24,303.034,105.40299999999999,182.145,16.467,22.83299,120.889,53.373999999999995,89.62,1870,285246,7
19/05/2007,0,0,22.5,295.586,105.775,181.868,12.66,31.24997,113.71799999999999,72.738,80.12,3124,509955,1
20/05/2007,0,0,23.15,297.663,105.75200000000001,180.832,5.263999999999999,28.518929999999997,116.831,69.99600000000001,84.251,2608,383427,1
21/05/2007,0,0,24,295.936,105.811,180.50099999999998,12.385,30.2279,115.434,71.518,82.359,3052,418474,5
22/05/2007,0,0,24,295.552,105.831,180.34599999999998,14.385,29.97405,115.206,73.642,82.169,2983,422763,2
23/05/2007,0,0,23,294.211,105.866,180.929,15.98,30.3084,113.28200000000001,74.16,80.263,2981,413831,6
24/05/2007,0,0,24,293.829,105.868,180.06,18.811,30.48698,113.76899999999999,74.902,81.275,3046,429218,1
25/05/2007,0,0,24,293.061,105.87899999999999,179.662,19.741,29.907020000000003,113.4,73.039,80.774,3057,442983,0
26/05/2007,0,0,24,292.54,105.883,179.43400000000003,19.432000000000002,30.493009999999998,113.10600000000001,71.737,79.975,3030,423809,0
27/05/2007,0,0,23.67,292.362,105.882,179.282,1.0390000000000001,29.63448,113.079,72.327,79.94800000000001,2908,397808,0
28/05/2007,0,0,15.14,292.08799999999997,105.84899999999999,179.486,11.011,28.957179999999997,112.603,69.597,79.16199999999999,1852,252078,0
29/05/2007,0,0,24,290.54200000000003,105.906,179.355,8.583,30.79962,111.18700000000001,73.193,77.932,3127,442808,0
30/05/2007,0,0,24,290.20799999999997,105.896,178.75799999999998,12.304,30.68344,111.45,73.108,78.257,3046,439178,0
31/05/2007,0,0,24,289.536,105.902,178.60299999999998,12.505999999999998,30.923040000000004,110.934,72.308,77.723,3047,446905,0
01/06/2007,0,0,24,288.933,105.902,178.608,12.376,30.849320000000002,110.32600000000001,74.702,77.128,3036,445616,0
02/06/2007,0,0,23.67,288.848,105.896,178.22,10.15,29.900440000000003,110.62899999999999,73.45100000000001,77.465,2972,424674,0
03/06/2007,0,0,24,287.514,105.90700000000001,178.067,11.424000000000001,31.02388,109.447,73.396,76.212,3071,450348,0
04/06/2007,0,0,24,286.892,105.90899999999999,178.065,11.155999999999999,31.06188,108.82700000000001,74.604,75.57300000000001,3068,447584,0
05/06/2007,0,0,24,286.265,105.911,177.94400000000002,11.222999999999999,31.08744,108.321,75.218,74.762,3067,446144,0
06/06/2007,0,0,24,285.728,105.91,177.669,10.866,30.964470000000002,108.059,75.124,74.361,3044,443726,0
07/06/2007,0,0,24,285.382,105.904,177.30700000000002,9.829,30.602209999999996,108.075,74.281,74.441,2983,430247,0
08/06/2007,0,0,24,284.829,105.902,176.96,9.323,30.576490000000003,107.869,72.5,74.262,2967,437688,0
09/06/2007,0,0,24,284.295,105.899,176.984,9.113999999999999,30.58881,107.31,75.002,73.375,2951,432727,2
10/06/2007,0,0,22.83,284.42400000000004,105.87799999999999,176.67,6.276,28.824959999999997,107.75399999999999,71.042,73.568,2657,391265,2
11/06/2007,0,0,23,284.413,105.87100000000001,176.382,4.591,27.94825,108.031,69.252,73.795,2578,365769,2
12/06/2007,0,0,24,282.38599999999997,105.905,176.457,8.582,31.15911,105.93,73.138,71.562,2997,427791,2
13/06/2007,0,0,24,281.522,105.906,176.233,9.012,31.30501,105.29,73.336,71.062,3021,440679,1
14/06/2007,0,0,24,280.894,105.90799999999999,176.084,8.933,31.37003,104.811,73.971,71.283,3010,450972,1
15/06/2007,0,0,23.78,281.085,105.895,176.032,6.695,29.85867,105.053,73.89,71.868,2794,418887,1
16/06/2007,0,0,24,279.488,105.916,176.047,8.641,31.642540000000004,103.441,75.309,70.45100000000001,3059,458524,1
17/06/2007,0,0,23.83,279.112,105.912,175.892,7.824,30.926779999999997,103.219,75.172,70.393,2965,428015,1
18/06/2007,0,0,24,277.95099999999996,105.915,175.81099999999998,8.818,32.07412,102.14,76.262,69.867,3131,454137,1
19/06/2007,0,0,24,277.293,105.917,175.553,8.41,32.05167,101.73899999999999,76.00399999999999,69.813,3135,454798,1
20/06/2007,0,0,24,276.564,105.921,175.265,8.006,32.07362,101.29899999999999,75.245,69.322,3143,470240,1
21/06/2007,0,0,24,275.983,105.919,175.072,7.752999999999999,32.046440000000004,100.911,75.376,69.074,3132,425284,1
22/06/2007,0,0,24,275.363,105.91799999999999,174.903,7.476,32.04522,100.46,75.593,69.105,3140,454093,1
23/06/2007,0,0,24,274.793,105.915,174.668,6.968,32.01249,100.124,74.678,68.918,3157,467466,1
24/06/2007,0,0,24,274.072,105.916,174.498,6.696000000000001,32.08725,99.574,75.35600000000001,68.253,3192,458447,1
25/06/2007,0,0,24,273.45599999999996,105.915,174.28400000000002,6.462000000000001,32.07839,99.17200000000001,75.319,67.795,3172,458028,1
26/06/2007,0,0,24,272.881,105.913,174.088,6.287999999999999,32.0607,98.79299999999999,75.35300000000001,67.405,3160,466335,1
27/06/2007,0,0,24,272.237,105.913,173.835,4.957,32.12839,98.402,74.812,67.01100000000001,3153,468480,1
28/06/2007,0,0,24,271.684,105.91,173.644,14.905999999999999,32.0421,98.039,74.959,66.661,3131,406562,1
29/06/2007,0,0,7.48,271.41900000000004,105.90700000000001,173.52200000000002,14.794,30.925420000000003,97.897,75.26,66.578,960,113341,2
30/06/2007,0,0,0,283.71,104.03,282.532,0.603,0,1.178,6.731,1.1640000000000001,0,0,0
01/07/2007,0,0,1.19,279.416,104.714,187.175,0.41200000000000003,21.33333,92.241,24.1,68.207,73,48936,0
02/07/2007,0,0,24,271.468,105.87,174.19099999999997,6.744,32,97.277,69.262,65.742,3137,509075,3
03/07/2007,0,0,10.98,270.742,105.902,173.373,10.981,30.682609999999997,97.369,73.10600000000001,66.01899999999999,1431,137396,2
04/07/2007,0,0,14.03,271.557,105.86200000000001,173.435,7.146,31,98.12200000000001,70.452,67.12899999999999,1951,378533,2
05/07/2007,0,0,24,270.36,105.889,172.928,11.469000000000001,29.81203,97.431,73.53699999999999,66.38600000000001,3061,457837,3
06/07/2007,0,0,24,269.645,105.89399999999999,172.986,12.75,31.818379999999998,96.65799999999999,75.81,65.595,3054,461809,3
07/07/2007,0,0,24,268.862,105.897,172.745,13.189,32.00095,96.117,75.921,65.05199999999999,3103,372986,3
08/07/2007,0,0,24,268.18,105.897,172.49,13.273,32.0812,95.691,75.217,64.619,3111,463717,3
09/07/2007,0,0,24,267.45599999999996,105.895,172.31599999999997,13.265999999999998,32.20087,95.14,75.461,63.919,3303,463530,3
10/07/2007,0,0,24,266.855,105.887,172.067,13.261,32.2108,94.788,75.406,63.121,3028,440906,153
11/07/2007,0,0,24,266.476,105.87200000000001,171.737,13.149000000000001,32.03321,94.74,75.27,63.17,2999,452369,152
12/07/2007,0,0,24,265.9,105.861,171.356,13.064,32.04783,94.544,74.62899999999999,62.825,3054,451030,4
13/07/2007,0,0,24,265.395,105.853,171.178,12.985999999999999,32.000029999999995,94.21700000000001,74.835,62.791000000000004,3026,463595,5
14/07/2007,0,0,24,264.921,105.846,171.109,12.915999999999999,31.251859999999997,93.81200000000001,75.413,62.247,3003,468712,4
15/07/2007,0,0,24,264.334,105.84,170.71200000000002,12.716,31.94415,93.62200000000001,74.19800000000001,62.07,3016,458937,10
16/07/2007,0,0,12.98,264.008,105.838,170.859,12.549000000000001,30.885040000000004,93.149,73.895,61.656000000000006,1615,242280,3
17/07/2007,0,0,4,268.096,105.48,174.47799999999998,2.114,25.822960000000002,93.618,48.681999999999995,63.31100000000001,430,65731,2
18/07/2007,0,0,21.26,265.611,105.617,181.727,6.66,28.7635,83.884,64.021,56.138000000000005,2579,413143,4
19/07/2007,0,0,20.55,263.676,105.818,170.639,10.546,32.0605,93.037,74.167,61.284,2494,400308,4
20/07/2007,0,0,24,263.01,105.646,170.01,11.03,31.90408,93,74.464,61.321999999999996,2848,462315,4
21/07/2007,0,0,9.38,262.978,105.809,170.166,11.544,31.65348,92.81200000000001,74.87100000000001,61.07899999999999,1121,184081,1
22/07/2007,0,0,21.57,263.17400000000004,105.786,170.28900000000002,7.94,31.718740000000004,92.884,72.28,61.137,2448,372537,2
23/07/2007,0,0,22.71,263.142,105.777,170.12,9.925,30.033490000000004,93.021,73.227,61.733000000000004,2514,383126,2
24/07/2007,0,0,24,262.17,105.787,169.532,11.18,31.483220000000003,92.639,75.046,61.001000000000005,2753,418499,3
25/07/2007,0,0,24,261.61,105.78299999999999,169.285,11.257,31.519779999999997,92.32600000000001,74.86399999999999,60.68899999999999,2752,426345,3
26/07/2007,0,0,24,261.115,105.777,168.946,11.16,31.483009999999997,92.169,74.25,60.547,2737,422379,2
27/07/2007,10,166,24,260.558,105.771,168.69799999999998,11.011,31.487270000000002,91.86,73.584,60.253,2736,422115,-14
28/07/2007,24,3565,24,260.127,105.76899999999999,168.549,10.907,30.81425,91.57799999999999,73.696,59.938,2730,474459,94
29/07/2007,24,6917,24,260.52299999999997,105.781,168.745,10.937000000000001,31.49891,91.77799999999999,74.271,60.089,2728,480457,4
30/07/2007,18.65,6618,24,261.14099999999996,105.794,168.90099999999998,10.915,31.41246,92.24,73.417,60.553000000000004,2747,481823,4
31/07/2007,15.96,4507,15.96,260.41700000000003,105.816,169.706,11.6,31.489729999999998,90.712,75.758,58.911,1986,350826,3
01/08/2007,0,0,10.605,262.0535,105.65899999999999,172.1955,6.726,28.666415,89.8585,63.636,59.5085,1266.5,220825,4
02/08/2007,5,1450,5.25,263.69,105.50200000000001,174.685,1.8519999999999999,25.8431,89.005,51.513999999999996,60.106,547,90824,5
03/08/2007,21.04,6530,24,261.282,105.78,170.419,7.151,32.54397,90.86200000000001,68.96600000000001,58.917,3012,459765,14
04/08/2007,24,6999,24,260.789,105.839,170.11900000000003,10.634,33.43435,90.67,74.21,58.501999999999995,3168,471210,3
05/08/2007,23.23,6761,24,261.17900000000003,105.853,170.408,11.450999999999999,33.39043,90.772,75.907,58.589,3164,486368,4
06/08/2007,23.83,7389,24,261.60900000000004,105.863,170.549,11.855,33.37373,91.06,76.329,58.88399999999999,3173,474305,4
07/08/2007,24,8000,24,262.08799999999997,105.87299999999999,170.717,12.023,33.37489,91.37100000000001,75.438,59.198,3189,493120,4
08/08/2007,22.75,6492,24,262.653,105.882,170.937,12.269,33.30928,91.71600000000001,76.316,59.754,3187,491323,4
09/08/2007,24,7008,24,263.043,105.887,171.237,12.532,33.22143,91.807,77.025,60.095,3177,489872,4
10/08/2007,24,7008,24,263.488,105.89299999999999,171.385,12.594000000000001,33.11139,92.103,77.24600000000001,60.383,3171,489343,4
11/08/2007,24,7008,24,263.91900000000004,105.902,171.52200000000002,12.716,33.05832,92.397,77.339,60.489,3171,488607,5
12/08/2007,24,7008,24,264.351,105.90799999999999,171.572,12.818,33.02385,92.779,77.02199999999999,60.511,3188,489394,0
13/08/2007,24,7008,24,264.22700000000003,105.91799999999999,172.649,13.349,34.09644,91.579,77.482,59.2,3416,524276,6
14/08/2007,24,7008,24,264.08799999999997,105.919,174.476,14.155,35.62917,89.61200000000001,78.753,57.06,3702,567340,7
15/08/2007,24,7008,24,264.08799999999997,105.919,176.44400000000002,14.629000000000001,36.160340000000005,87.64399999999999,79.10300000000001,54.964,4002,612762,8
16/08/2007,24,7008,24,264.08799999999997,105.919,178.22,15.169,37.294129999999996,85.868,79.544,53.00899999999999,4253,648381,8
17/08/2007,24,7005,24,264.08799999999997,105.919,178.342,15.355,38.211420000000004,85.74600000000001,79.715,52.887,4280,651573,8
18/08/2007,24,7800,24,264.08799999999997,105.919,179.66099999999997,15.704,39.27145,84.427,80.168,51.215,4440,671085,9
19/08/2007,24,7900,24,264.08799999999997,105.919,180.64,15.924000000000001,40.14758,83.448,80.266,49.36,4583,696343,9
20/08/2007,24,8000,24,264.08799999999997,105.919,181.25900000000001,15.919,40.7275,82.829,80.15899999999999,48.653,4677,709992,9
21/08/2007,24,8000,24,264.08799999999997,105.919,181.248,15.687999999999999,40.74857,82.84,80.045,49.25,4689,711700,9
22/08/2007,24,8000,24,264.08799999999997,105.919,181.16,15.807,40.7554,82.928,80.199,49.683,4688,714081,9
23/08/2007,24,8000,24,297.64599999999996,72.715,216.382,16.087,42.159009999999995,81.264,80.581,47.851000000000006,4886,741920,9
24/08/2007,24,8000,24,257.2,39.554,177.02900000000002,16.365,43.100559999999994,80.171,80.78,46.695,5013,759589,10
25/08/2007,24,7570,24,258.14599999999996,106.08200000000001,177.926,16.432000000000002,43.12246,80.22,80.85,46.744,5018,760577,8
26/08/2007,24,6858,24,258.33299999999997,106.145,178.13,16.469,43.09233,80.202,81.048,46.718999999999994,5019,760297,20
27/08/2007,24,6954,24,258.339,106.15,178.167,16.468,43.195409999999995,80.173,81.03699999999999,46.68899999999999,5034,762333,8020
28/08/2007,24,7710,24,258.31,106.156,178.293,16.541,43.33968,80.017,81.195,46.525,5046,764674,8020
29/08/2007,24,7924,24,258.316,106.161,178.355,16.287,43.38664,79.961,80.947,46.463,5053,766791,20
30/08/2007,24,7780,24,257.975,106.229,178.005,16.174,43.46183,79.97,80.865,46.466,5066,767889,30
31/08/2007,24,7780,24,258.42400000000004,106.17200000000001,178.263,16.017,43.48607,80.16,79.502,46.663999999999994,5072,767413,10
01/09/2007,24,7892,24,258.457,106.176,178.257,15.987,43.56119,80.2,78.988,46.702,5086,770162,10
02/09/2007,20.19,6460,20.19,260.64599999999996,106.15799999999999,177.32299999999998,15.655,40.12258,83.323,79.737,50.01,3869,589150,7
03/09/2007,0,0,0,281.012,104.711,279.665,1.1079999999999999,0,1.347,21.785,2.335,0,0,0
04/09/2007,0,0,0.5,279.41900000000004,104.823,188.02900000000002,0.342,16.82769,91.39,22.055,72.697,23,11729,0
05/09/2007,16,5000,13.42,259.795,106.149,178.497,9.87,42.49382,81.298,77.77199999999999,47.883,4020,603534,8
06/09/2007,14.15,4280,24,259.087,106.163,259.087,12.234000000000002,43.221759999999996,0,79.21300000000001,33.465,5000,755898,10
07/09/2007,24,7825,24,258.464,106.16799999999999,257.434,13.167,43.42171,1.03,77.899,32.43,5067,764496,10
08/09/2007,24,8000,24,258.422,106.175,191.395,13.687000000000001,43.41881,67.027,79.60300000000001,33.538000000000004,5040,768019,10
09/09/2007,24,8000,24,258.517,106.182,178.21400000000003,13.863,43.39667,80.303,79.779,46.818000000000005,5058,763389,10
10/09/2007,24,8000,24,258.634,106.186,178.426,14.044,43.334109999999995,80.208,81.265,46.699,5058,761309,185
11/09/2007,24,8000,24,258.65,106.19200000000001,178.497,14.027999999999999,43.39009,80.153,80.78699999999999,46.638000000000005,5070,761089,10
12/09/2007,24,8000,24,258.707,106.197,178.449,13.965,43.40013,80.258,80.18,46.742,5081,762130,15
13/09/2007,19,6185,24,258.758,106.20100000000001,178.567,13.904000000000002,43.40572,80.192,80.645,46.666000000000004,5082,761130,10
14/09/2007,0,0,24,258.318,106.195,178.37,13.797,43.447720000000004,79.94800000000001,80.433,46.423,5087,760260,10
15/09/2007,6.5,2013,24,257.21,106.179,177.81,13.536,43.460679999999996,79.4,80.327,45.891999999999996,5060,757005,10
16/09/2007,24,8250,24,256.563,106.176,177.528,13.376,43.45261,79.035,80.429,45.526,5032,754388,10
17/09/2007,19.5,6594,22.67,259.003,106.15799999999999,177.31400000000002,11.665999999999999,38.5365,81.689,77.35300000000001,49.276,4332,651120,8
18/09/2007,24,9000,24,256.637,106.191,177.887,13.478,43.71837,78.75,80.817,45.261,5088,763090,10
19/09/2007,24,8965,24,256.865,106.2,178.03099999999998,13.615,43.747440000000005,78.834,80.861,45.331,5102,764343,10
20/09/2007,24,8976,24,257.122,106.208,177.957,13.572000000000001,43.83344,79.166,79.866,45.623999999999995,5103,756366,10
21/09/2007,24,8977,24,257.439,106.215,178.079,13.56,43.81087,79.36,79.732,45.863,5135,765784,7
22/09/2007,24,8989,24,257.748,106.223,178.273,13.605,42.87523,79.475,79.68,45.958,5141,766176,9
23/09/2007,21.17,7477,23.5,259.65,106.208,177.667,12.932,40.89223,81.984,78.968,49.028999999999996,4722,702550,10
24/09/2007,24,8928,24,258.762,106.219,178.304,13.704,42.8308,80.459,80.738,47.016999999999996,5038,750094,15
25/09/2007,24,8981,24,258.42900000000003,106.234,178.614,13.677,42.81797,79.815,79.34100000000001,46.301,5147,769091,11
26/09/2007,24,9014,24,258.849,106.24,178.795,13.802,43.44097,80.054,80.47800000000001,46.553000000000004,5115,765622,10
27/09/2007,24,9009,24,259.124,106.24600000000001,179.018,13.985999999999999,42.547129999999996,80.10600000000001,80.874,46.61,5124,766123,12
28/09/2007,21.67,8433,24,259.314,106.25200000000001,178.925,14.022,43.488040000000005,80.39,80.024,46.897,5135,767515,12
29/09/2007,18.5,6216,15.83,259.96,106.24799999999999,178.766,13.534,42.24035,81.195,79.571,47.743,4233,639125,10
30/09/2007,24,8911,24,259.66200000000003,106.25299999999999,179.24,13.923,43.45684,80.422,80.98,46.832,5126,762147,12
01/10/2007,7.83,2520,24,259.611,106.258,179.11599999999999,14.164000000000001,43.492509999999996,80.495,81.10600000000001,46.83,5076,711222,12
02/10/2007,22.5,8250,24,259.687,96.227,179.477,13.964,43.49195,80.21,80.387,47.174,5121,768246,12
03/10/2007,24,9011,24,245.4,80.041,159.67600000000002,13.224,39.40927,85.72399999999999,79.622,52.963,4372,659343,10
04/10/2007,20.67,7488,22.67,264.33299999999997,106.18799999999999,177.107,11.737,36.962309999999995,87.226,77.109,54.522,3981,599296,9
05/10/2007,24,9129,24,260.34,106.262,179.208,13.296,43.20357,81.132,79.22399999999999,48.12,5115,766478,1
06/10/2007,24,8523,24,260.494,106.26899999999999,179.097,14.015,42.98895,81.39699999999999,80.075,48.398,5084,762466,15
07/10/2007,24,8102,24,260.666,106.274,179.351,14.217,42.973490000000005,81.315,81.247,48.295,5081,761637,5
08/10/2007,24,9168,24,260.79200000000003,106.279,179.515,14.284,42.973009999999995,81.278,81.428,48.248000000000005,5086,761985,12
09/10/2007,24,8830,24,260.885,106.28399999999999,179.532,14.294,42.984790000000004,81.35300000000001,81.382,48.318999999999996,5088,762729,16
10/10/2007,24,9259,24,260.939,106.285,179.438,14.276,43.00275,81.501,81.04899999999999,48.468,5095,764020,13
11/10/2007,24,9259,24,261.152,106.29299999999999,179.481,14.24,42.978609999999996,81.671,80.105,48.648,5096,764105,36
12/10/2007,24,9250,24,261.374,106.29700000000001,179.803,14.453,42.94835,81.571,81.684,48.531000000000006,5094,762917,12
