Dates,onstreaminject_HRS,BORE_WI_VOL,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P in percentage,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
24/02/2009,24,6516,24,253.08599999999998,106.985,188.86900000000003,15.59121429,67.05327,64.217,81.627,30.755,4841,683921,380
25/02/2009,21.58,5407,21.5,256.618,106.93700000000001,187.886,15.64857143,60.94299,68.732,80.557,35.494,3930,556602,315
26/02/2009,20.5,6195,22.42,256.393,106.954,187.583,15.70592857,61.22139,68.81,80.263,35.404,4127,585995,553
27/02/2009,24,6646,24,252.727,106.995,188.16099999999997,15.76328571,67.11438000000001,64.566,80.36399999999999,30.791999999999998,4837,680811,171
28/02/2009,24,8022,24,252.75099999999998,106.994,188.22,15.82064286,67.09705,64.531,79.862,30.581999999999997,4881,692848,416
01/03/2009,24,7776,24,252.83599999999998,107.00200000000001,188.87599999999998,15.878,66.04835,63.96,82.60799999999999,29.993000000000002,4865,690194,382
02/03/2009,24,7560,24,252.93,107.014,189.544,16.072,67.84285,63.386,83.742,29.424,4855,688774,382
03/03/2009,23.5,7269,24,252.253,107.03200000000001,190.33,16.027,70.09954,61.923,83.417,28.204,5013,726587,414
04/03/2009,24,7607,24,252.00099999999998,107.038,190.601,16.006,69.29445,61.4,83.45200000000001,27.693,5062,714850,446
05/03/2009,24,7613,24,252.171,107.041,190.482,16.076,70.52171,61.69,82.956,27.99,5031,711209,409
06/03/2009,24,7790,24,252.21200000000002,107.04299999999999,190.377,15.825,70.5235,61.835,81.322,28.125,5048,714501,453
07/03/2009,24,7476,24,252.125,107.045,190.418,15.76,70.71423,61.708,80.513,27.979,5044,713782,448
08/03/2009,24,7759,24,251.495,107.054,190.91400000000002,15.821,72.76745,60.581,81.62,26.796,5485,774012,574
09/03/2009,24,7797,24,253.41099999999997,107.03399999999999,189.89700000000002,15.81,69.45896,63.513999999999996,81.585,29.83,5190,732245,536
10/03/2009,24,8138,24,252.99,107.03299999999999,190.206,15.798,69.43213,62.785,81.322,29.113000000000003,5303,744580,565
11/03/2009,24,8130,24,251.512,107.06,191.03900000000002,15.922,72.92619,60.473,81.839,26.67,5468,767621,578
12/03/2009,24,8219,24,251.40200000000002,107.06299999999999,191.257,15.988,73.07949,60.145,82.865,26.346999999999998,5604,785561,539
13/03/2009,24,8204,24,251.435,107.065,191.11,16,72.90647,60.325,82.333,26.539,5601,781601,551
14/03/2009,24,8130,24,251.665,107.061,191.229,16.188,71.95349,60.435,83.846,26.664,5549,773989,423
15/03/2009,24,8066,24,251.862,107.055,191.095,16.27,70.91464,60.768,84.209,27.031999999999996,5480,767199,350
16/03/2009,24,8014,24,251.793,107.054,191.005,16.274,70.74211,60.788999999999994,84.15899999999999,27.061999999999998,5465,763675,563
17/03/2009,24,7965,23,253.18599999999998,107.04,191.136,15.704,68.15052,62.05,83.01299999999999,28.395,5050,706497,599
18/03/2009,24,7892,24,252.148,107.04799999999999,190.979,16.549,69.88956,61.169,83.945,27.453000000000003,5381,754743,592
19/03/2009,24,7856,24,252.187,107.04299999999999,191.03,16.375,70.57019,61.157,83.834,27.441999999999997,5367,776432,581
20/03/2009,24,7667,24,251.86700000000002,107.046,190.845,16.328,69.9416,61.022,83.40299999999999,27.307,5358,749752,360
21/03/2009,23,6930,22.86,252.179,107.044,190.813,16.077,68.83235,61.36600000000001,81.45,27.975,5018,705592,552
22/03/2009,20.5,3162,23.48,271.189,106.75200000000001,183.083,12.293,40.8418,88.10600000000001,73.804,55.781000000000006,2517,348482,310
23/03/2009,24,2745,15.03,250.041,107.04700000000001,191.368,16.117,73.50332,58.673,81.696,25.164,3378,469681,447
24/03/2009,24,4387,20.14,252.49599999999998,106.98700000000001,189.813,13.599,69.73196999999999,62.683,80.278,29.156,4229,583872,588
25/03/2009,24,5020,24,247.85299999999998,107.02600000000001,190.201,16.137999999999998,76.15446,57.651,81.747,24.000999999999998,5347,739005,701
26/03/2009,24,7223,24,247.09799999999998,107.031,190.14,16.167,77.30219,56.958,81.524,23.293000000000003,5356,743749,527
27/03/2009,24,7153,24,248.06599999999997,107.025,189.755,16.315,73.54937,58.31100000000001,82.564,24.733,5154,715681,605
28/03/2009,24,7165,24,248.53,107.021,189.623,16.402,72.07573000000001,58.907,83.115,25.372,5064,703200,661
29/03/2009,24,6213,24,248.517,107.027,189.673,16.278,72.52885,58.843999999999994,82.44200000000001,25.307,5165,723179,622
30/03/2009,24,6922,24,248.71900000000002,107.03399999999999,190.14,16.472,72.72959,58.57899999999999,83.79,25.016,5149,719081,680
31/03/2009,24,6965,24,248.65099999999998,107.036,190.203,16.392,72.93774,58.448,83.721,24.881,5099,711628,466
01/04/2009,24,7235,24,248.47799999999998,107.038,190.265,16.301,73.33445,58.213,83.516,24.642,5298,738484,768
02/04/2009,24,7221,24,248.387,107.04299999999999,190.25599999999997,16.252,73.61723,58.132,83.225,24.563000000000002,5281,739635,734
03/04/2009,24,7183,24,248.351,107.046,190.235,16.211,73.73479,58.115,82.766,24.548000000000002,5280,738861,784
04/04/2009,24,7292,24,248.422,107.04899999999999,190.31400000000002,16.267,73.4234,58.108000000000004,83.463,24.53,5243,763335,754
05/04/2009,24,7013,24,248.271,107.054,190.24200000000002,16.169,73.83465,58.028999999999996,82.37299999999999,24.471999999999998,5262,736985,791
06/04/2009,24,6667,24,248.14,107.05799999999999,190.261,16.098,74.12605,57.879,81.993,24.326999999999998,5256,735526,848
07/04/2009,24,6537,24,248.06799999999998,107.06200000000001,190.49200000000002,16.272000000000002,74.23099,57.576,83.471,24.019000000000002,5228,732785,794
08/04/2009,24,6402,24,248.1,107.06700000000001,190.519,16.247,74.06503000000001,57.581,83.294,24.026,5199,730336,750
09/04/2009,24,6443,24,248.051,107.072,190.489,16.250999999999998,74.13604000000001,57.562,82.92,24.008000000000003,5206,731148,542
10/04/2009,24,6476,24,248.05,107.07700000000001,190.446,16.269000000000002,74.09392,57.604,82.804,24.06,5200,729366,551
11/04/2009,24,6355,24,248.007,107.08200000000001,190.584,16.375999999999998,72.82486,57.424,83.042,23.877,5190,728598,710
12/04/2009,24,6531,24,247.997,107.087,190.69,16.442999999999998,72.94006999999999,57.306999999999995,82.999,23.779,5186,727881,580
13/04/2009,17.17,4223,22.83,255.408,107.01,188.035,15.065999999999999,60.410230000000006,67.373,79.293,34.555,4035,592005,515
14/04/2009,24,6844,24,248.43400000000003,107.071,190.299,16.178,71.87259,58.135,81.514,24.397,5141,720908,606
15/04/2009,24,6933,24,247.903,107.087,190.75900000000001,16.539,74.67883,57.144,82.28200000000001,23.37,5158,722935,693
16/04/2009,24,7281,24,247.75,107.095,190.65400000000002,16.484,75.14005999999999,57.097,80.9,23.326999999999998,5161,722042,626
17/04/2009,24,8022,24,247.609,107.105,190.685,16.436,75.04701999999999,56.924,80.39699999999999,23.176,5136,718018,695
18/04/2009,24,8092,24,247.243,107.119,190.764,16.56,75.24943,56.479,80.727,22.75,5092,712516,890
19/04/2009,24,8238,24,246.88400000000001,107.134,190.86900000000003,16.849,75.23974,56.015,81.758,22.334,5034,704358,864
20/04/2009,24,8104,24,246.513,107.152,190.90200000000002,17.028,75.16455,55.611000000000004,80.442,21.97,4979,694861,927
21/04/2009,24,8045,24,246.205,107.166,191.12,17.398,75.23368,55.086000000000006,81.63,21.476999999999997,4906,685493,928
22/04/2009,24,7103,24,246.06,107.181,191.317,17.791,75.15432,54.743,82.76299999999999,21.168000000000003,4689,654091,1122
23/04/2009,24,6883,24,245.945,107.19200000000001,191.417,18.14,75.17541999999999,54.528,83.12799999999999,20.975,4647,648792,1098
24/04/2009,24,7068,24,245.771,107.205,191.418,18.112000000000002,75.19635,54.353,81.188,20.89,4628,645711,1316
25/04/2009,24,7252,24,245.761,107.21600000000001,191.65400000000002,18.273,75.25085,54.107,81.62,20.68,4587,643438,1321
26/04/2009,24,6941,24,245.86599999999999,107.22399999999999,191.87099999999998,18.397000000000002,75.24938,53.995,81.37100000000001,20.578000000000003,4563,641683,1318
27/04/2009,24,6743,24,246.717,107.225,191.888,18.672,74.02601,54.82899999999999,81.245,20.888,4011,585272,1131
28/04/2009,24,6959,24,247.162,107.242,192.922,19.023,75.26626999999999,54.24,81.813,20.826999999999998,4441,637971,1254
29/04/2009,24,7115,24,248.75799999999998,107.226,194.18900000000002,19.322,75.26082,54.568000000000005,83.542,21.249000000000002,4597,642489,1343
30/04/2009,22,6536,23.33,253.93900000000002,107.177,192.611,18.594,64.59806,61.328,81.025,28.381999999999998,3954,567279,1136
01/05/2009,24,8227,24,250.519,107.208,194.15400000000002,19.561,72.12867,56.365,83.17399999999999,23.146,4420,620160,1280
02/05/2009,24,8277,24,248.753,107.24799999999999,196.07299999999998,19.742,81.16175,52.68,83.985,19.363,4626,648793,1389
03/05/2009,24,8422,24,248.625,107.264,196.857,20.039,83.68664,51.766999999999996,84.541,18.414,4706,660019,1352
04/05/2009,24,8472,24,248.731,107.27600000000001,197.394,20.176,85.11596,51.336999999999996,84.223,17.96,4720,662547,1401
05/05/2009,24,8473,24,249.079,107.28399999999999,197.832,20.36,85.23858,51.246,84.596,17.882,4702,660598,1462
06/05/2009,24,8495,24,249.613,107.289,198.21900000000002,20.693,84.21978,51.395,84.833,18.064,4673,655437,1457
07/05/2009,24,8330,24,250.801,107.289,198.169,20.849,81.74401,52.632,84.671,19.327,4545,639512,1466
08/05/2009,24,7798,24,251.903,107.277,198.054,21.113000000000003,77.16578,53.849,85.185,20.525,4285,625089,1490
09/05/2009,24,7858,24,254.105,107.259,197.041,21.1,72.82127,57.06399999999999,83.76799999999999,23.973000000000003,4111,583843,1756
10/05/2009,24,8075,24,252.86700000000002,107.28299999999999,197.65900000000002,21.278000000000002,74.07477,55.208999999999996,83.05799999999999,22.063000000000002,4257,597778,1448
11/05/2009,24,8109,24,253.168,107.289,198.081,21.523000000000003,74.03822,55.086999999999996,83.56,21.944000000000003,4234,595404,1070
12/05/2009,24,7885,24,254.47,107.28299999999999,198.415,21.898000000000003,73.20918,56.055,85.399,22.936999999999998,4140,587079,1509
13/05/2009,24,7874,24,252.972,107.31,198.988,22.074,76.25191,53.983999999999995,85.522,20.752,4327,608912,1647
14/05/2009,24,7450,24,253.16299999999998,107.315,199.28900000000002,22.208000000000002,76.21528,53.873000000000005,85.62799999999999,20.648000000000003,4301,604875,1641
15/05/2009,24,7282,24,253.48,107.31700000000001,199.451,22.464000000000002,75.99396999999999,54.028999999999996,85.256,20.82,4249,598834,1592
16/05/2009,24,7316,24,254.27700000000002,107.314,199.763,22.596,74.47339000000001,54.513999999999996,85.787,21.323,4106,576166,1738
17/05/2009,24,6996,24,256.964,107.291,199.114,22.750999999999998,69.93826999999999,57.85,85.765,24.925,3816,533211,1681
18/05/2009,24,4673,24,258.093,107.257,198.63299999999998,22.545,66.40357,59.461000000000006,85.837,26.589000000000002,3737,513995,1688
19/05/2009,13.59,4175,13.59,257.847,107.287,202.405,22.16,64.48433,55.442,84.755,25.094,2111,295953,879
20/05/2009,11.08,3139,13.8,254.24599999999998,107.272,196.888,19.087,70.47561,57.358000000000004,82.99700000000001,24.228,2059,281383,639
21/05/2009,24,7917,24,253.49599999999998,107.288,196.16099999999997,21.723000000000003,70.73496,57.335,82.35799999999999,24.208000000000002,4108,576670,1703
22/05/2009,24,7755,24,253.93400000000003,107.29799999999999,197.03799999999998,22.668000000000003,70.76733,56.896,82.03399999999999,23.81,4040,567407,1652
23/05/2009,19.83,7137,22.04,259.907,107.243,196.644,20.647,63.0327,63.263000000000005,79.494,30.235,3211,450951,1377
24/05/2009,24,7265,24,254.169,107.335,197.709,23.348000000000003,71.58594000000001,56.458999999999996,84.461,23.307,4027,565795,1786
25/05/2009,24,7364,24,254.546,107.337,198.62599999999998,23.726,70.8372,55.92,85.57799999999999,22.756999999999998,3946,554371,1796
26/05/2009,24,7026,24,254.949,107.34200000000001,199.481,23.933000000000003,72.83685,55.468,85.68,22.288,4037,566968,1856
27/05/2009,24,6851,24,255.395,107.348,200.176,24.144000000000002,72.93807,55.218,85.78,22.04,3994,562626,1850
28/05/2009,20.33,5444,23.5,259.597,107.33,199.993,23.808000000000003,65.90550999999999,59.603,84.925,26.729,3461,496991,1593
29/05/2009,24,7408,24,256.376,107.35600000000001,200.794,24.448,72.29625,55.582,85.346,22.718000000000004,3991,568508,1940
30/05/2009,18.5,7119,18.5,254.708,106.12799999999999,199.055,24.026999999999997,69.43099000000001,55.653,81.95,23.451999999999998,3288,467360,1390
31/05/2009,14.36,4765,19.69,264.385,107.266,199.66,22.324,59.27711,64.725,79.433,32.165,2861,412151,2133
01/06/2009,18.48,4280,17.6,257.118,107.37700000000001,201.69299999999998,23.215,67.01692,55.425,85.166,23.936999999999998,3108,433320,2441
02/06/2009,0,0,11.73333333,271.9413333,106.57766670000001,197.8163333,18.30566667,44.67794667,74.125,58.68233333,52.82866667,2072,288880,1627.333333
03/06/2009,0,0,5.8666666670000005,286.76466669999996,105.77833329999999,193.9396667,13.39633333,22.33897333,92.825,32.19866667,81.72033333,1036,144440,813.6666667000001
04/06/2009,0,0,0,301.58799999999997,104.979,190.063,8.487,0,111.525,5.715,110.61200000000001,0,0,0
05/06/2009,23.16,6470,23.5,265.381,107.169,196.02,23.379,54.65945,69.361,77.737,36.806999999999995,3466,478306,1790
06/06/2009,24,7446,24,256.524,107.285,194.34099999999998,28.314,62.790440000000004,62.183,85.04299999999999,29.295,4145,573525,1808
07/06/2009,24,7494,24,256.629,107.258,193.7,29.125,60.894969999999994,62.928999999999995,84.557,29.756,4026,556183,1802
08/06/2009,21.83,5655,20.83,256.529,107.24,193.4,29.497,59.834469999999996,63.129,84.075,30.035999999999998,3445,475404,1578
09/06/2009,0,0,17.085,256.3685,107.225,194.1625,25.675,61.751695,62.206,83.2005,28.9195,2925.5,404631.5,1192.5
10/06/2009,0,0,13.34,256.20799999999997,107.21,194.925,21.853,63.66891999999999,61.283,82.32600000000001,27.803,2406,333859,807
11/06/2009,11.43,1444,24,251.625,107.265,193.739,28,67.704,57.885,85.06700000000001,24.285999999999998,4345,599227,2405
12/06/2009,24,3290,24,250.59799999999998,107.256,193.71900000000002,29.031,67.80204,56.878,85.264,23.32,4259,587889,1900
13/06/2009,23.5,2923,23.67,254.037,107.205,193.271,28.366999999999997,61.124719999999996,60.766000000000005,83.836,27.458000000000002,3501,485685,1440
14/06/2009,15.5,2500,15.33,251.91,107.197,192.821,28.706999999999997,60.39289,59.089,84.68,25.798000000000002,2541,359847,969
15/06/2009,24,7568,24,249.574,107.226,193.326,29.225,64.27129000000001,56.248000000000005,85.25,22.851999999999997,3716,536775,1564
16/06/2009,24,7685,24,248.59,107.265,194.62599999999998,29.631999999999998,70.19005,53.963,84.954,20.461,3802,543771,1656
17/06/2009,24,7748,24,248.358,107.294,196.053,26.959,73.66667,52.305,85.679,18.750999999999998,3861,545239,2058
18/06/2009,24,7766,24,249.98,107.291,196.675,25.538,70.74774000000001,53.306000000000004,85.554,19.804000000000002,3718,527216,1776
19/06/2009,24,5842,24,249.331,107.314,197.606,25.647,76.12645,51.725,84.59,18.157,3831,535713,2038
20/06/2009,24,4098,24,248.354,107.315,197.852,25.56,79.85003,50.501999999999995,83.759,16.882,3927,573531,1865
21/06/2009,24,3980,24,247.76,107.303,197.62400000000002,25.355999999999998,79.99953000000001,50.136,82.94200000000001,16.56,3887,543343,2123
22/06/2009,24,3921,24,247.158,107.29299999999999,197.695,25.424,80.07826999999999,49.463,85.456,15.915,3848,537024,2121
23/06/2009,24,3893,24,246.56599999999997,107.285,197.623,25.373,80.64186,48.943000000000005,86.04700000000001,15.442,3828,533776,2134
24/06/2009,24,3889,24,246.024,107.27600000000001,197.18599999999998,25.258000000000003,80.91718,48.836999999999996,85.359,15.390999999999998,3454,482477,1878
25/06/2009,24,6601,24,245.482,107.26899999999999,197.054,25.118000000000002,81.15679,48.428000000000004,85.166,14.997,3413,483316,2066
26/06/2009,24,8966,24,245.862,107.28,197.395,25.230999999999998,81.33351,48.467,84.999,15.06,3406,481386,1954
27/06/2009,24,9021,24,246.389,107.294,197.99599999999998,25.473000000000003,82.18329,48.394,84.93299999999999,14.966,3426,484059,2028
28/06/2009,24,8817,24,246.65099999999998,107.31,198.78799999999998,25.462,86.566,47.861999999999995,84.31700000000001,14.389000000000001,3525,497798,2180
29/06/2009,24,8715,24,247.00799999999998,107.323,199.606,25.747,89.86449,47.402,84.527,13.880999999999998,3588,507921,2193
30/06/2009,23,7933,23,247.28,107.336,200.37,25.978,92.68755999999999,46.91,85.33200000000001,13.36,3511,495565,2215
01/07/2009,24,8367,24,247.683,107.346,201.12,26.225,99.94708,46.562,86.35700000000001,13.005,3740,528780,2390
02/07/2009,24,8423,24,248.357,107.353,201.33700000000002,26.14,99.99982,47.02,83.844,13.475999999999999,3474,494749,2510
03/07/2009,24,8484,24,248.922,107.36,202.007,26.385,97.91667,46.915,84.595,13.366,3485,496156,2752
04/07/2009,12,2489,11.17,274.007,107.024,200.838,17.47,38.45268,73.169,72.389,41.675,787,119261,618
05/07/2009,24,8084,24,250.889,107.391,202.584,25.451999999999998,89.77865,48.306000000000004,84.76799999999999,14.950999999999999,3408,494941,2499
06/07/2009,22.67,7764,23.5,255.144,107.35799999999999,202.31599999999997,26.75,81.0083,52.827,83.50399999999999,19.452,3187,448583,2429
07/07/2009,24,8141,24,251.46099999999998,107.404,203.90900000000002,28.215999999999998,93.8512,47.552,86.089,13.987,3495,491689,2679
08/07/2009,24,8125,24,252.639,107.399,204.179,28.497,84.92011,48.458999999999996,85.81700000000001,14.937999999999999,3429,484318,2574
09/07/2009,24,8272,24,254.033,107.391,204.575,28.439,80.19967,49.458,85.262,15.975999999999999,3342,473561,2466
10/07/2009,24,8011,24,254.79,107.39200000000001,205.425,28.849,79.23775,49.365,86.56,15.867,3330,472636,2653
11/07/2009,24,8044,24,255.33900000000003,107.397,206.06,28.951,79.25137,49.278999999999996,87.046,15.773,3198,455298,2856
12/07/2009,24,5354,24,255.858,107.398,206.511,29.055999999999997,78.54738,49.347,87.44,15.855,3170,445620,2664
13/07/2009,22.94,3925,24,255.399,107.38,206.084,28.881999999999998,78.11397,49.315,87.385,15.856,3148,439986,2685
14/07/2009,20.73,4595,24,254.71400000000003,107.36399999999999,205.50900000000001,28.588,78.24117,49.206,87.137,15.780999999999999,3124,436803,2609
15/07/2009,24,6659,24,254.09599999999998,107.351,205.15900000000002,28.274,78.33394,48.938,87.14200000000001,15.52,3108,435014,2604
16/07/2009,24,8223,24,253.47099999999998,107.34200000000001,204.984,27.930999999999997,78.93999000000001,48.486999999999995,87.134,15.073,3100,435422,2637
17/07/2009,24,8662,24,252.748,107.334,204.68200000000002,27.796,79.73459,48.066,87.152,14.667,3215,447505,1789
18/07/2009,24,8584,24,251.985,107.329,204.395,27.514,80.91441,47.589,87.15299999999999,14.203,3220,449867,2285
19/07/2009,24,8625,24,251.04,107.324,204.075,27.278000000000002,84.00856,46.965,86.809,13.589,3259,455115,2296
20/07/2009,22.17,8397,23.33,254.27900000000002,107.28399999999999,203.11900000000003,26.143,71.78365,51.16,84.595,18.053,2865,400337,2165
21/07/2009,24,8179,24,250.41099999999997,107.303,202.96200000000002,26.866,78.62221,47.449,86.512,14.119000000000002,3151,438646,2145
22/07/2009,17.67,6028,24,249.188,107.29299999999999,202.39700000000002,26.628,81.94453,46.791000000000004,86.057,13.469000000000001,3191,453679,2313
23/07/2009,19.83,6769,24,247.28900000000002,107.29,201.827,26.256999999999998,97.48131,45.461999999999996,85.64,12.119000000000002,3404,473052,2080
24/07/2009,24,7972,24,246.405,107.281,201.53,26.026,99.89161999999999,44.876000000000005,86.30799999999999,11.559000000000001,2969,412428,2347
25/07/2009,4.61,1476,24,245.454,107.26799999999999,200.74599999999998,25.833000000000002,99.92831,44.708,85.976,11.421,2950,411157,2517
26/07/2009,23.23,8464,24,244.202,107.255,199.801,25.491,99.96236999999999,44.401,86.335,11.136,2903,415792,2483
27/07/2009,24,8953,24,252.838,107.17299999999999,199.488,24.92,70.81062,53.35,85.007,20.405,2516,359254,2235
28/07/2009,24,8901,24,258.29400000000004,107.11200000000001,199.52599999999998,23.965,51.24173,58.768,82.67299999999999,25.225,2154,297182,2015
29/07/2009,24,9034,24,269.759,106.994,203.149,17.666,38.1281,66.61,72.608,33.402,1635,233630,1524
30/07/2009,24,8675,24,254.953,107.22200000000001,201.00099999999998,25.749000000000002,58.72166,53.952,86.06700000000001,20.462,2508,355952,2251
31/07/2009,24,8801,24,268.374,107.064,201.71200000000002,20.774,42.22744,66.66199999999999,74.348,33.242,1793,256518,1495
01/08/2009,24,8738,24,265.35400000000004,107.145,204.12900000000002,20.676,48.90363,61.224,78.515,27.919,2119,302185,1858
02/08/2009,24,8692,24,257.11400000000003,107.28299999999999,203.09599999999998,26.418000000000003,59.81013000000001,54.019,85.944,20.445999999999998,2574,365718,2224
03/08/2009,24,8817,24,257.745,107.287,203.877,26.668000000000003,60.17981999999999,53.867,86.796,20.254,2588,367984,2229
04/08/2009,24,7902,24,257.781,107.29899999999999,204.71,27.041,62.11121,53.071000000000005,87.064,19.426,2641,374436,2245
05/08/2009,24,6984,24,257.64099999999996,107.301,205.085,27.103,63.22424,52.555,87.055,18.87,2659,375797,2255
06/08/2009,24,7308,15.5,263.138,107.214,205.26,22.035,53.51503,57.876999999999995,80.923,24.619,1523,215982,1234
07/08/2009,24,7456,24,259.19599999999997,107.32,205.035,27.145,59.623180000000005,54.161,86.743,20.616,2574,362885,2333
08/08/2009,24,8099,24,259.753,107.314,205.13400000000001,27.659000000000002,59.218630000000005,54.62,85.87700000000001,21.089000000000002,2531,358552,2110
09/08/2009,24,7820,24,260.281,107.315,205.675,27.87,59.25461,54.606,86.43299999999999,21.243000000000002,2494,353907,2263
10/08/2009,24,8065,24,260.9,107.316,206.513,28.003,59.21212,54.387,87.074,20.995,2482,352485,2305
11/08/2009,24,8107,24,261.444,107.319,207.02599999999998,28.151999999999997,59.17946,54.418,87.009,21.02,2475,351180,2298
12/08/2009,24,8179,24,262.004,107.324,207.50400000000002,28.136999999999997,59.16183,54.5,86.62,21.118000000000002,2766,393105,2506
13/08/2009,24,8118,24,262.686,107.325,208.05200000000002,28.389,58.81886,54.63399999999999,87.15700000000001,21.255,2749,390316,2486
14/08/2009,24,8027,24,263.468,107.324,208.493,28.471,58.45828,54.975,87.31,21.496,2712,373904,2473
15/08/2009,24,8243,24,263.895,107.331,208.888,28.649,58.813140000000004,55.007,86.863,21.603,2666,383273,2335
16/08/2009,24,8744,24,264.487,107.335,209.297,28.705,58.87366,55.19,86.601,21.802,2702,387667,2355
17/08/2009,24,8461,24,265.052,107.338,209.916,28.998,57.673519999999996,55.136,87.359,21.761,2697,385414,2449
18/08/2009,24,8529,24,265.66900000000004,107.34,210.688,29.165,58.87777,54.981,87.917,21.586,2685,383866,2317
19/08/2009,24,8359,24,266.257,107.344,211.192,29.291999999999998,58.88293,55.06399999999999,87.975,21.680999999999997,2670,381680,2564
20/08/2009,24,8321,24,267.224,107.34100000000001,211.388,29.526,57.92429,55.836000000000006,88.141,22.456999999999997,2640,377152,2754
21/08/2009,24,8422,24,268.339,107.335,211.672,29.656999999999996,57.138999999999996,56.667,88.08,23.354,2574,367958,2542
22/08/2009,24,8531,24,269.441,107.331,212.19299999999998,29.698,56.29031,57.248000000000005,88.235,23.965999999999998,2549,364275,2796
23/08/2009,24,8533,24,270.52,107.325,212.605,29.3,55.333119999999994,57.915,88.132,24.686999999999998,2521,361268,2667
24/08/2009,24,8456,24,271.373,107.324,212.945,26.933000000000003,54.841359999999995,58.428000000000004,88.311,25.232,2504,361753,2657
25/08/2009,24,8573,24,271.915,107.32799999999999,213.407,27.084,54.86861,58.508,88.344,25.3,2500,357574,2595
26/08/2009,24,8677,24,272.455,107.333,213.703,27.000999999999998,54.90034,58.751999999999995,87.84299999999999,25.504,2496,357401,2589
27/08/2009,24,8829,24,273.10200000000003,107.336,214.157,27.101999999999997,54.70406,58.945,87.59100000000001,25.691999999999997,2483,355614,2688
28/08/2009,24,8301,24,273.69,107.339,214.55599999999998,27.346999999999998,54.61929,59.135,88.079,25.877,2476,353860,2847
29/08/2009,24,8378,24,274.04900000000004,107.339,214.687,27.51,54.65395,59.361999999999995,87.969,26.105,2421,346659,2472
30/08/2009,24,7068,21.67,276.96299999999997,107.32,215.52200000000002,25.733,50.13662,61.441,85.65899999999999,28.295,2013,287368,1788
31/08/2009,24,7420,24,274.203,107.35700000000001,215.343,28.135,54.79016,58.861000000000004,88.29700000000001,25.633000000000003,2456,348888,2876
01/09/2009,24,7391,24,276.01,107.33,214.83,27.615,52.542880000000004,61.18,86.811,27.928,2346,328847,2760
02/09/2009,24,8407,24,295.847,107.04,214.44,19.730999999999998,31.888370000000002,81.407,79.69800000000001,48.397,1522,209330,1650
03/09/2009,24,8339,24,292.41900000000004,107.094,214.19400000000002,22.066999999999997,36.96891,78.226,82.56700000000001,45.373999999999995,1812,253711,1318
04/09/2009,24,5920,24,279.885,107.296,214.882,27.361,50.25268,65.003,87.072,31.954,2421,342119,2797
05/09/2009,24,7803,24,279.381,107.29799999999999,215.05599999999998,27.704,50.47827,64.325,88.421,31.263,2404,341810,2719
06/09/2009,24,8137,24,279.578,107.305,215.52200000000002,27.959,50.905409999999996,64.056,88.499,30.997,2385,339406,2639
07/09/2009,24,7964,24,279.89099999999996,107.31,215.982,28.127,51.06277,63.909,88.37200000000001,30.828000000000003,2350,335321,3018
08/09/2009,24,7958,24,280.156,107.315,216.41299999999998,28.21,51.249390000000005,63.743,88.024,30.664,2344,334683,2920
09/09/2009,24,7564,24,280.269,107.32,216.988,28.434,51.58466,63.281000000000006,88.706,30.166,2381,340909,2908
10/09/2009,24,7164,24,280.309,107.323,217.10299999999998,28.641,51.74882,63.206,88.506,30.085,2385,340424,2913
11/09/2009,24,6802,24,280.14799999999997,107.324,217.41299999999998,28.535,52.01283,62.735,88.73,29.612,2382,340231,2743
12/09/2009,24,7334,24,280.197,107.322,217.583,28.546,52.055609999999994,62.614,88.787,29.493000000000002,2378,332560,2847
13/09/2009,24,7012,24,280.202,107.323,217.767,28.62,52.13987,62.435,88.698,29.295,2421,345300,2607
14/09/2009,24,6874,24,280.139,107.322,217.74099999999999,28.38,52.203590000000005,62.398,87.87100000000001,29.267,2408,344661,2701
15/09/2009,24,7251,24,279.16900000000004,107.337,217.997,28.726999999999997,53.345490000000005,61.172,88.774,27.973000000000003,2434,347693,2424
16/09/2009,23,7015,22.83,279.29400000000004,107.338,217.798,28.673000000000002,52.76585,61.496,88.77799999999999,28.349,2392,342222,2809
17/09/2009,24,7013,24,280.013,107.32600000000001,217.76,28.525,51.82793,62.253,88.71,29.164,2384,341217,2932
18/09/2009,24,7129,24,280.725,107.314,217.61900000000003,28.463,50.93919,63.107,88.411,30.07,2353,337049,2836
19/09/2009,24,6975,24,280.16900000000004,107.324,218.00099999999998,28.623,51.946490000000004,62.168,88.781,29.074,2378,340595,2891
20/09/2009,24,6897,24,280.25,107.324,218.047,28.358,51.98529,62.203,88.21700000000001,29.098000000000003,2370,340025,2836
21/09/2009,20.67,5427,22.33,285.765,107.256,218.345,24.941,44.694990000000004,67.42,83.645,34.34,1945,282071,2385
22/09/2009,24,6576,24,279.199,107.361,219.072,28.756999999999998,52.79158,60.126999999999995,88.59200000000001,27.031999999999996,2343,334433,3005
23/09/2009,24,6556,24,279.16200000000003,107.35600000000001,218.97799999999998,29.291,52.84019,60.184,89.105,27.061,2348,335066,2997
